,Tweet_id,User,Content,Like_Count,Quote_Count,Reply_Count,Url,Date
0,1.6376E+18,SamuraiApology,how's the world economy doing,11,0,9,https://twitter.com/SamuraiApology/status/1637604642040213504,2023-03-19 23:59:06+00:00
1,1.6376E+18,ShankHu15,"@FirstSquawk ONLY Western World economy WILL suffer.
Non-Western World has NEVER spent beyond their means. https://t.co/kAJvh95hSb",2,0,0,https://twitter.com/ShankHu15/status/1637604129207103490,2023-03-19 23:57:04+00:00
2,1.6376E+18,KarynSovich,"To those complaining about an exhausting work week, 

Be grateful to HAVE a job when the world economy is going down the drain, we're in a crypto bear market and millions are unemployed with their savings being inflated away!",1,0,0,https://twitter.com/KarynSovich/status/1637603665392304128,2023-03-19 23:55:13+00:00
3,1.6376E+18,Bent43303160,"@twobluecats @JordanInHouston @academic_la @AOC @BernieSanders @IlhanMN I said the same thing and he did not support; he expressed solidarity with millions of people struggling in a world economy that left them out &amp; that they look for answers and help.

https://t.co/CrW0W0yDfx",1,0,0,https://twitter.com/Bent43303160/status/1637603422126977025,2023-03-19 23:54:15+00:00
4,1.6376E+18,hany,"@adjusted_ARR @wavylee1 @zachweinberg I don't know if the dollar will lose its status as a reserve currency, but history would suggest that the world economy does not 'functionally collapse' when the reserve currency changes.

They last about 100 years. It's not the end of the world when they switch.",0,0,1,https://twitter.com/hany/status/1637601884855840773,2023-03-19 23:48:09+00:00
5,1.6376E+18,Paul08113166,"@ChuckVacuumBeth @benmyfriend1 @JStein_WaPo @jdcmedlock I?? say the  probability of balaji winning is 0%&lt;x&lt;1%. At least for now. 

We didn?? think the world economy would shut down but here we are.",1,0,1,https://twitter.com/Paul08113166/status/1637601099036127235,2023-03-19 23:45:01+00:00
6,1.6376E+18,Sleestackblues,"@BradySutton2 @joemulvihilljr @Stonekettle News flash the hall monitors have lost advantage of the world economy..
And hall monitors don't build anything",0,0,0,https://twitter.com/Sleestackblues/status/1637600931062902784,2023-03-19 23:44:21+00:00
7,1.6376E+18,garatupan,"@Gugo907 I see difficult times for analysts. Western demand is poised to disappoint in the short, medium and long term but western economies are a shrinking portion of the world economy and analysts have not the tools to value this epocal change. They will be surprised one way or another.",0,0,0,https://twitter.com/garatupan/status/1637600472075849747,2023-03-19 23:42:32+00:00
8,1.6376E+18,FedProm,@Reuters T-Bills are destroying the world Economy. ??,0,0,0,https://twitter.com/FedProm/status/1637600401494007810,2023-03-19 23:42:15+00:00
9,1.6376E+18,Chris09402307,"@realmattcpa @financialjuice the world is bailing us out right now, but the fact that they're doing it makes us exposed to the liability of bailing out the world economy in the future.",0,0,0,https://twitter.com/Chris09402307/status/1637599930721136641,2023-03-19 23:40:23+00:00
10,1.6376E+18,Chris09402307,"@realmattcpa @financialjuice uh, not quite yet, though this certainly makes it look like we're now exposed to bailing out the entire world economy in the future. Right now this (i think, i'm not sure) makes it look like the world economy is now bailing out our failing small banks.",0,0,2,https://twitter.com/Chris09402307/status/1637599787422826504,2023-03-19 23:39:49+00:00
11,1.6376E+18,PredicterX,"@Niiklas2022 @andrewgbelcher1 @mr_digdeeper @PeterSchiff @CNBC Most will get removed parmently.

When CBDCs are ready they will reset the world economy.

Debt of central banks will be removed in relation to each other. 

For an example e-Euro will have a balance sheet that is equal to only 20% of their current Euro balance sheet.",0,0,1,https://twitter.com/PredicterX/status/1637597870231625728,2023-03-19 23:32:12+00:00
12,1.6376E+18,Karhu59591440,"@pedroROLO11 @patrick_de_so @visegrad24 The point is that why does Russia, with limited access to the world economy, have about the same economic activity than Romania with even more connections to the collective west. 
It's because Russian economy and state are persistant, while Romania is weak and used.",0,0,1,https://twitter.com/Karhu59591440/status/1637596000289280003,2023-03-19 23:24:46+00:00
13,1.6376E+18,IronTemple333,@peruvian_bull Those Archegos bags bringing down the world economy lmao,0,0,0,https://twitter.com/IronTemple333/status/1637595555558834176,2023-03-19 23:23:00+00:00
14,1.63759E+18,derekmwile,"@y2kulturkampf @bebop789 @gmbutts ?????? have you taken a look at the world economy lately, which is a direct result from ALL the brilliantly ""successful"" covid policies that were implemented over the last few years. Although libs do enjoy basking in utter failure, so I can't say I'm surprised.",0,0,1,https://twitter.com/derekmwile/status/1637594243085766657,2023-03-19 23:17:47+00:00
15,1.63759E+18,Jim39535883,@PeterSchiff They sold securities they didn?? own. I don?? care what anyone says. Stop naked shorting it?? destroying the world economy,4,0,1,https://twitter.com/Jim39535883/status/1637593008982851586,2023-03-19 23:12:53+00:00
16,1.63759E+18,haunaho_,"@Fakt_o_mas @stevedailes @Trollstoy88 As I said, China is a civilization state unlike America. During the Song Dynasty, China was the wealthiest country on earth. America is still a baby that is currently in decline as China rises to take its rightful place in the world economy. Just a matter of time. Lol",0,0,2,https://twitter.com/haunaho_/status/1637592865084694529,2023-03-19 23:12:18+00:00
17,1.63759E+18,Lennoir,"Everyone thought #CreditSuisse was one of the most stable institutes in world economy. Yet, it was bankrupt. This probably didn't happen over a week or a month. Shows some people in high places are incompitent the least,if not worse. All institutes must be checked by independents",1,0,1,https://twitter.com/Lennoir/status/1637592492882243585,2023-03-19 23:10:49+00:00
